"Restaurant";"Category";"Product";"ImagePath";"ProductId"
"Şirvan Kebap, Maslak";"Tavuk Ürünleri / Chicken Dishes";"Tavuk Schnitzel";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-tavuk_schnitzel.jpg";"SRVN020513"
"Şirvan Kebap, Maslak";"Tatlılar / Desserts";"Künefe";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-kunefe.jpg";"SRVN020601"
"Şirvan Kebap, Maslak";"Tatlılar / Desserts";"Kadayıf";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-kadayif.jpg";"SRVN020602"
"Şirvan Kebap, Maslak";"Tatlılar / Desserts";"Ayva Tatlısı";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-ayva_tatlisi.jpg";"SRVN020603"
"Şirvan Kebap, Maslak";"Tatlılar / Desserts";"Keşkül";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-keskul.jpg";"SRVN020604"
"Şirvan Kebap, Maslak";"Tatlılar / Desserts";"Şekerpare";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-sekerpare.jpg";"SRVN020606"
"Şirvan Kebap, Maslak";"Tatlılar / Desserts";"Kaymak";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-krem_karamel.jpg";"SRVN020607"
"Şirvan Kebap, Maslak";"Tatlılar / Desserts";"Kazandibi";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-kazandibi.jpg";"SRVN020609"
"Şirvan Kebap, Maslak";"Tatlılar / Desserts";"Tavukgöğsü";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-tavuk_gogsu.jpg";"SRVN020610"
"Şirvan Kebap, Maslak";"Tatlılar / Desserts";"Kabak Tatlısı";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-kabak_tatlisi.jpg";"SRVN020611"
"Şirvan Kebap, Maslak";"Tatlılar / Desserts";"Sütlaç";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-sutlac.jpg";"SRVN020612"
"Şirvan Kebap, Maslak";"Tatlılar / Desserts";"Ekmek Kadayıfı (Sade)";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-ekmek_kadayifi.jpg";"SRVN020613"
"Şirvan Kebap, Maslak";"Salatalar / Salads";"Çoban Salata";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-coban_salata.jpg";"SRVN020801"
"Şirvan Kebap, Maslak";"Salatalar / Salads";"Söğüş Salata";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-sogus_salata.jpg";"SRVN020802"
"Şirvan Kebap, Maslak";"Salatalar / Salads";"Ezme Salata (Acılı)";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-ezme_salata_(acili).jpg";"SRVN020803"
"Şirvan Kebap, Maslak";"Salatalar / Salads";"Mevsim Salata";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-mevsim_salata.jpg";"SRVN020804"
"Şirvan Kebap, Maslak";"Salatalar / Salads";"Cacık";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-cacik.jpg";"SRVN020805"
"Şirvan Kebap, Maslak";"Salatalar / Salads";"Yoğurt";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-yogurt.jpg";"SRVN020806"
"Şirvan Kebap, Maslak";"Salatalar / Salads";"Göbek Salata";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-gobek_salata.jpg";"SRVN020807"
"Şirvan Kebap, Maslak";"Salatalar / Salads";"Karışık Salata";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-karisik_salata.jpg";"SRVN020808"
"Şirvan Kebap, Maslak";"Salatalar / Salads";"Gavurdağı Salata";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-gavurdagi_salata.jpg";"SRVN020809"
"Şirvan Kebap, Maslak";"Ara Sıcaklar / Hot Dishs";"Çiğ Köfte";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-cig_kofte.jpg";"SRVN021101"
"Şirvan Kebap, Maslak";"Fırından / Oven Dish";"Fındık Lahmacun";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-findik_lahmacun.jpg";"SRVN021102"
"Şirvan Kebap, Maslak";"Fırından / Oven Dish";"Fıstık Pide";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-fistik_pide.jpg";"SRVN021103"
"Şirvan Kebap, Maslak";"Fırından / Oven Dish";"Antep Fındık Lahmacun (Soğansız)";"/ProductImages/TR_ISTANBUL/sirvan_kebap_maslak/sirvan_kebap_maslak-antep_findik_lahmacun_(sogansiz).jpg";"SRVN020411"
"Nakkaş Kebap, Kadıköy (Feneryolu Mah.)";"Kebaplar";"Adana Kebap";"/ProductImages/TR_ISTANBUL/nakkas_kebap/adana_kebap.jpg";"DSTL010101"
"Nakkaş Kebap, Kadıköy (Feneryolu Mah.)";"Kebaplar";"Urfa Kebap";"/ProductImages/TR_ISTANBUL/nakkas_kebap/urfa_kebap.jpg";"DSTL010102"
"Nakkaş Kebap, Kadıköy (Feneryolu Mah.)";"Fırın Ürünleri";"Kaşarlı Pide";"/productimages/TR_ISTANBUL/nakkas_kebap/kasarli_pide_2.jpg";"DSTL010301"
"Nakkaş Kebap, Kadıköy (Feneryolu Mah.)";"Fırın Ürünleri";"Kıymalı Pide";"/productimages/TR_ISTANBUL/nakkas_kebap/kiymali_pide_2.jpg";"DSTL010302"
"Bebek Little China & Sushi, Bebek";"Salatalar / Salads";"03. Soya Filizi Salatası";"/productimages/TR_ISTANBUL/bebek_little_china_sushi/soya-filizi-salatasi.jpg";"LTCH010207"
"Hisar Hazal Ana, Hisarüstü";"Çorbalar";"Ezogelin Çorbası";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Ezogelin_Corbasi.jpg";"HAZL010101"
"Hisar Hazal Ana, Hisarüstü";"Çorbalar";"Domates Çorbası";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Domates_Corbasi.jpg";"HAZL010102"
"Hisar Hazal Ana, Hisarüstü";"Aperatifler";"İçli Köfte";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Icli_Kofte.jpg";"HAZL010302"
"Hisar Hazal Ana, Hisarüstü";"Kebaplar";"Adana Kebap";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Adana_Kebap.jpg";"HAZL010405"
"Hisar Hazal Ana, Hisarüstü";"Kebaplar";"Urfa Kebap";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Urfa_Kebap.jpg";"HAZL010406"
"Hisar Hazal Ana, Hisarüstü";"Kebaplar";"Yoğurtlu Kebap";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Yogurtlu_Kebap.jpg";"HAZL010407"
"Hisar Hazal Ana, Hisarüstü";"Kebaplar";"Beyti";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Beyti.jpg";"HAZL010408"
"Hisar Hazal Ana, Hisarüstü";"Kebaplar";"Domatesli Kebap";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Domatesli_Kebap.jpg";"HAZL010409"
"Hisar Hazal Ana, Hisarüstü";"Kebaplar";"Patlıcanlı Kebap";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Patlicanli_Kebap.jpg";"HAZL010411"
"Hisar Hazal Ana, Hisarüstü";"Kebaplar";"Halep Şiş";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Halep_Isi.jpg";"HAZL010425"
"Hisar Hazal Ana, Hisarüstü";"Kebaplar";"Alinazik Kebap (Kıymadan)";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Alinazik.jpg";"HAZL010426"
"Hisar Hazal Ana, Hisarüstü";"Fırın Ürünleri";"Lahmacun";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Lahmacun.jpg";"HAZL010601"
"Hisar Hazal Ana, Hisarüstü";"Fırın Ürünleri";"Kıymalı Pide";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Kiymali_Pide.jpg";"HAZL010602"
"Hisar Hazal Ana, Hisarüstü";"Fırın Ürünleri";"Kaşarlı Pide";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Kasarli_Pide.jpg";"HAZL010603"
"Hisar Hazal Ana, Hisarüstü";"Fırın Ürünleri";"Kuşbaşılı Pide";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Kusbasili_Pide.jpg";"HAZL010606"
"Hisar Hazal Ana, Hisarüstü";"Fırın Ürünleri";"Karışık Pide";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Karisik_Pide.jpg";"HAZL010608"
"Hisar Hazal Ana, Hisarüstü";"Pizzalar";"Karışık Pizza";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Karisik_Pizza.jpg";"HAZL010701"
"Hisar Hazal Ana, Hisarüstü";"Pilavlar";"Pirinç Pilavı";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Pirinc_Pilavi.jpg";"HAZL010801"
"Hisar Hazal Ana, Hisarüstü";"Pilavlar";"Bulgur Pilavı";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Bulgur_Pilavi.jpg";"HAZL010802"
"Hisar Hazal Ana, Hisarüstü";"Salatalar";"Çoban Salata";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Coban_Salata.jpg";"HAZL010901"
"Hisar Hazal Ana, Hisarüstü";"Salatalar";"Yeşil Salata";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Yesil_Salata.jpg";"HAZL010902"
"Hisar Hazal Ana, Hisarüstü";"Salatalar";"Göbek Salata";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Gobek_Salata.jpg";"HAZL010903"
"Hisar Hazal Ana, Hisarüstü";"Salatalar";"Ezme Acılı";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Ezme_Acili.jpg";"HAZL010904"
"Hisar Hazal Ana, Hisarüstü";"Tatlılar";"Künefe";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Kunefe.jpg";"HAZL011003"
"Ali Baba İskender, Beşiktaş (Merkez)";"Aperitifler";"Kızartma İçli Köfte (Adet)";"/ProductImages/TR_ISTANBUL/alibabaiskender/alibabaiskenderbesiktasmerkez_kizartmaiclikofteadet_20190117170107.jpg";"ABIK010201"
"Ali Baba İskender, Beşiktaş (Merkez)";"Kebaplar";"Özel Ali Baba Sofrası";"/ProductImages/TR_ISTANBUL/alibabaiskender/alibabaiskenderbesiktasmerkez_ozelalibabasofrasi_20190117170146.jpg";"ABIK010301"
"Ali Baba İskender, Beşiktaş (Merkez)";"Dönerler";"Special Bursa Kebabı";"/ProductImages/TR_ISTANBUL/alibabaiskender/alibabaiskenderbesiktasmerkez_specialbursakebabi_20190117170122.jpg";"ABIK010303"
"Ali Baba İskender, Beşiktaş (Merkez)";"Tatlılar";"Cevizli Peynirli Künefe";"/ProductImages/TR_ISTANBUL/alibabaiskender/alibabaiskenderbesiktasmerkez_cevizlipeynirlikunefe_20190117170120.jpg";"ABIK010805"
"Ali Baba İskender, Beşiktaş (Merkez)";"Kebaplar";"Beyti Kebap";"/ProductImages/TR_ISTANBUL/alibabaiskender/alibabaiskenderbesiktasmerkez_beytikebap_20190117170133.jpg";"ABIK010309"
"Ali Baba İskender, Beşiktaş (Merkez)";"Izgaralar";"Kuzu Pirzola";"/ProductImages/TR_ISTANBUL/alibabaiskender/alibabaiskenderbesiktasmerkez_kuzupirzola_20190117170155.jpg";"ABIK010315"
"Dürümcü Baba, Yeşilköy";"Pideler";"Kıymalı Pide";"/ProductImages/TR_ISTANBUL/durumcu_baba/kiymalipide.jpg";"DMBABA010301"
"Dürümcü Baba, Yeşilköy";"Pideler";"Kaşarlı Pide";"/ProductImages/TR_ISTANBUL/durumcu_baba/kasarli-pide.jpg";"DMBABA010302"
"Dürümcü Baba, Yeşilköy";"Pideler";"Karışık Pide";"/ProductImages/TR_ISTANBUL/durumcu_baba/karisik-pide.jpg";"DMBABA010303"
"Dürümcü Baba, Yeşilköy";"Pideler";"Dana Etli Pide";"/ProductImages/TR_ISTANBUL/durumcu_baba/etli-pide.jpg";"DMBABA010304"
"Hisar Hazal Ana, Hisarüstü";"Tatlılar";"Kazandibi";"/ProductImages/TR_ISTANBUL/Hazal_Ana/Hazal_Ana_Kazandibi.jpg";"HAZL011004"
"Karadeniz Pidecisi, Şişli (Merkez)";"Açık Pideler";"Pastırmalı Pide (Açık)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-pastirmali_pide_(acik).jpg";"KDPC010202"
"Karadeniz Pidecisi, Şişli (Merkez)";"Açık Pideler";"Kuşbaşılı Pide (Açık)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-kusbasili_pide_(acik).jpg";"KDPC010203"
"Karadeniz Pidecisi, Şişli (Merkez)";"Açık Pideler";"Karışık Pide (Açık)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-karisik_pide_(acik).jpg";"KDPC010204"
"Karadeniz Pidecisi, Şişli (Merkez)";"Açık Pideler";"Mantarlı Pide (Açık)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-mantarli_pide_(acik).jpg";"KDPC010205"
"Karadeniz Pidecisi, Şişli (Merkez)";"Açık Pideler";"Kaşarlı Pide (Açık)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-kasarli_pide_(acik).jpg";"KDPC010207"
"Karadeniz Pidecisi, Şişli (Merkez)";"Açık Pideler";"Hünkar Pide (Açık)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-hunkar_pide_(acik).jpg";"KDPC010208"
"Karadeniz Pidecisi, Şişli (Merkez)";"Açık Pideler";"Sultan Pide (Açık)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-sultan_pide_(acik).jpg";"KDPC010209"
"Karadeniz Pidecisi, Şişli (Merkez)";"Açık Pideler";"Dana Jambonlu Pide (Açık)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-dana_jambonlu_pide_(acik).jpg";"KDPC010210"
"Karadeniz Pidecisi, Şişli (Merkez)";"Açık Pideler";"Sosisli Pide (Açık)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-sosisli_pide_(acik).jpg";"KDPC010211"
"Karadeniz Pidecisi, Şişli (Merkez)";"Açık Pideler";"Beyaz Peynirli Pide (Açık)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-beyaz_peynirli_pide_(acik).jpg";"KDPC010216"
"Karadeniz Pidecisi, Şişli (Merkez)";"Açık Pideler";"Sucuklu Kaşarlı Pide (Açık)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-sucuklu_kasarli_pide_(acik).jpg";"KDPC010217"
"Karadeniz Pidecisi, Şişli (Merkez)";"Kapalı Pideler";"Pastırmalı Pide (Kapalı)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-pastirmali_pide_(kapali).jpg";"KDPC010302"
"Karadeniz Pidecisi, Şişli (Merkez)";"Kapalı Pideler";"Kaşarlı Pide (Kapalı)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-kasarli_pide_(kapali).jpg";"KDPC010303"
"Karadeniz Pidecisi, Şişli (Merkez)";"Kapalı Pideler";"Bafra Pide (Kapalı)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-bafra_pide_(kapali).jpg";"KDPC010305"
"Karadeniz Pidecisi, Şişli (Merkez)";"Kapalı Pideler";"Tombik Pide (Kapalı)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-tombik_pide_(kapali).jpg";"KDPC010306"
"Karadeniz Pidecisi, Şişli (Merkez)";"Kapalı Pideler";"Dana Jambonlu Pide (Kapalı)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-dana_jambonlu_pide_(kapali).jpg";"KDPC010308"
"Karadeniz Pidecisi, Şişli (Merkez)";"Kapalı Pideler";"Sosisli Pide (Kapalı)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-sosisli_pide_(kapali).jpg";"KDPC010309"
"Karadeniz Pidecisi, Şişli (Merkez)";"Kapalı Pideler";"Sucuklu Kaşarlı Pide (Kapalı)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-sucuklu_kasarli_pide_(kapali).jpg";"KDPC010310"
